show_id,director,cast,country,release_year,rating
s1910,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi",United States,2016.0,R
s1911,,"Tainá Müller, Eduardo Moscovis, Camila Morgado, Antonio Grassi, Elisa Volpatto, César Mello, Sílvio Guindane, Alice Valverde, DJ Amorim, Adriano Garib, Johnnas Oliva, Marina Provenzzano, José Rubens Chachá, Julia Ianina, Sacha Bali, Aline Borges, Cassio Pandolfi, Pally Siqueira, Juliana Lohmann",Brazil,2020.0,TV-MA
s1912,Adam Bolt,,United States,2019.0,TV-14
s1913,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House, Tioreore Ngatai-Melbourne, Oscar Kightley, Stan Walker, Mike Minogue, Cohen Holloway, Rhys Darby",New Zealand,2016.0,PG-13
s1914,"Lindsey Cordero, Armando Croda",,"United States, Mexico",2019.0,TV-MA
s1915,,Olasupo Shasore,,2018.0,TV-MA
s1916,,"Mišel Matičević, Martina Gedeck, Klaus Steinbacher, Mercedes Müller, Maximilian Brückner, Brigitte Hobmeier, Markus Krojer, Martin Feifel, Michael Kranz, Vladimir Burlakov","Germany, Czech Republic",2020.0,TV-MA
s1917,David LaChapelle,"Tommy the Clown, Tight Eyez","United States, United Kingdom",2005.0,PG-13
s1918,,"Oriana Sabatini, Victorio D'Alessandro, Noemí Frenkel, Matías Mayer, Paula Sartor, Agustina Palma, Graciela Tenenbaum, Bárbara Lombardo",Argentina,2019.0,TV-MA
s1919,,"Yoshitsugu Matsuoka, Haruka Tomatsu, Ayana Taketatsu, Kanae Ito, Rina Hidaka, Ayahi Takagaki, Hiroaki Hirata, Hiroki Yasumoto, Saori Hayami, Koichi Yamadera",Japan,2018.0,TV-MA
s1920,Mostafa Abu Seif,"Nahed El Sebaï, Ahmed Fahmi, Shaima Saif, Bayoumi Fouad, Entsar",,2019.0,TV-PG
s1921,Faris Godus,"Baraa Alem, Ismail Alhassan, Ahmed Saddam, Sohayb Godus, Nawaf Alshubaili, Eyad Ayman Kaifi",Saudi Arabia,2020.0,TV-14
s1922,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy, Cory Hardrict, Milo Gibson, Jacob Scipio, Taylor John Smith, Jonathan Yunger, Alexander Arnold","United States, Bulgaria",2020.0,R
s1923,,"Mo'Nique, Countess Vaughn, Dorien Wilson, Jenna von Oÿ, Ken Lawson, Yvette Wilson",United States,2003.0,TV-PG
s1924,,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,2019.0,TV-14
s1925,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",United States,2018.0,TV-14
s1926,,"Blanca Soto, Eduardo Noriega, Iván Sánchez, Maribel Verdú, Samantha Siqueiros, Peter Vives, Patricia Guirado, Jorge Bosch, Pere Ponce, Juan Caballero, Jordi Planas",Mexico,2020.0,TV-MA
s1927,Jenny Popplewell,,United States,2020.0,TV-MA
s1928,Florian Schott,"Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,2019.0,TV-PG
s1929,,"Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama",Japan,2010.0,TV-MA
s1930,,"Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Jessica Chaffin",United States,2020.0,TV-PG
s1931,Tom Whitworth,"Brian Ogola, Davina Leonard, Shiviske Shivisi, Lenny Juma, Olwenya Maina, Peter King, Alfred Munyua, Mwajuma Belle","United Kingdom, Kenya",2018.0,TV-MA
s1932,Joe Mantello,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins",United States,2020.0,R
s1933,,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins, Joe Mantello, Ned Martel, Mart Crowley",United States,2020.0,TV-MA
s1934,,"Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland, Shareena Clanton, Aaron Jeffery, Robbie Magasiva, Katrina Milosevic, Jacqueline Brennan, Ra Chapman, Pamela Rabe, Sigrid Thornton, Socratis Otto, Bernard Curry, Tammy MacIntosh, Kate Jenkinson",Australia,2020.0,TV-MA
s1935,Lee Hirsch,,United States,2012.0,PG-13
s1936,Page Hurwitz,Michelle Buteau,United States,2020.0,TV-MA
s1937,Dallas Jackson,"Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud",United States,2020.0,R
s1938,Lee Hirsch,"Miriam Makeba, Hugh Masekela, Abdullah Ibrahim, Duma Ka Ndlovu, Sibongile Khumalo, Vusi Mahlasela, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Lindiwe Zulu","South Africa, United States",2002.0,PG-13
s1939,Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur, Maya Sarao, Chandrachoor Rai, Namit Das, Brijendra Kala, Alka Chawla, Manu Rishi Chadha",India,2013.0,TV-PG
s1940,Abhishek Chaubey,"Naseeruddin Shah, Madhuri Dixit, Arshad Warsi, Huma Qureshi, Vijay Raaz, Manoj Pahwa, Salman Shahid",India,2014.0,TV-14
s1941,Rohit Shetty,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Celina Jaitly, Amrita Arora, Anjana Sukhani",India,2008.0,TV-MA
s1942,Ken Ghosh,"Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra, Kapil Jhaveri, Shabhir, Deepti Gujral, Yash Tonk, Satish Shah, Neelima Azim",India,2003.0,TV-PG
s1943,Abhishek Chaubey,"Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid, Anupama Kumar",India,2009.0,TV-14
s1944,Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh, Pavan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth, Saumya Tandon",India,2007.0,TV-14
s1945,Indra Kumar,"Aamir Khan, Manisha Koirala, Sharmila Tagore, Dipti Bhatnagar, Dalip Tahil, Anil Kapoor",India,1999.0,TV-14
s1946,Navdeep Singh,"Abhay Deol, Gul Panag, Raima Sen, Sarika, Kulbhushan Kharbanda, Vinay Pathak, Yana Gupta, Jogi, Brijendra Kala, Nawazuddin Siddiqui",India,2007.0,TV-14
s1947,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Nana Patekar, Anil Kapoor, Paresh Rawal, Mallika Sherawat, Feroz Khan, Ruslaan Mumtaz, Sunil Shetty, Malaika Arora, Asrani",India,2007.0,TV-PG
s1948,,,United States,2020.0,TV-PG
s1949,,"Kelly Overton, Jonathan Scarfe, Christopher Heyerdahl, Paul Johansson, David Cubitt, Tim Guinee",United States,2019.0,TV-MA
s1950,,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto",United States,2020.0,TV-14
s1951,Rikhil Bahadur,"Chirag Malhotra, Pranay Pachauri, Kaamya Sharma, Riya Kothari, Aditya Jain, Shiva Dawar, Sanya Arora, Tarana Marwah, Raunaq Chopra, Vedabrata Rao",India,2015.0,TV-14
s1952,,,Germany,2020.0,TV-14
s1953,,,,2020.0,TV-Y
s1954,Ozan Açıktan,"Ozan Güven, Meryem Uzerli, Belçim Bilgin, Okan Yalabık, Bora Akkaş, Sabina Ajrula",,2016.0,TV-MA
s1955,,"Allen Maldonado, Andrew Bachelor, Jearnest Corchado, Matthew Josten, Yaani King Mondschein, Justin Lee, Aja Evans",United States,2020.0,TV-MA
s1956,,"Jung Yu-mi, Nam Joo-hyuk",South Korea,2020.0,TV-MA
s1957,,Nasty C,,2019.0,TV-MA
s1958,Shawn Levy,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie, Kevin Durand, Hope Davis, James Rebhorn, Karl Yune, Olga Fonda, John Gatins","United States, India",2011.0,PG-13
s1959,,"Jon Favreau, Roy Choi",United States,2020.0,TV-MA
s1960,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge, Burn Gorman, Adeel Akhtar, Susan Wokoma, Frances de la Tour, Fiona Shaw",United Kingdom,2020.0,PG-13
s1961,"Joshua Tickell, Rebecca Harrell Tickell",Woody Harrelson,United States,2020.0,TV-G
s1962,,,United States,2020.0,TV-MA
s1963,Sophia Nahli Allison,,United States,2020.0,TV-PG
s1964,Norihisa Hiranuma,"Kenjiro Yamashita, Kanta Sato, Taiki Sato, Masayasu Yagi, Kousei Amano, Miu Arai, Taro Suruga, Yuko Fueki, Tomoki Hirose, Ryo Matsuda, Masaru Mizuno, Shunsuke Tanaka, Fumihiko Tachiki, Eri Murakawa, Katsuya Kobayashi",Japan,2018.0,TV-PG
s1965,Shigeaki Kubo,"Takanori Iwata, Akira, Sho Aoyagi, Hiroomi Tosaka, Takahiro, Yuki Yamada, Masataka Kubota, Kento Hayashi, Keiji Kuroki, Goki Maeda, Elly, Kenchi Tachibana, Tatsuya Nakamura, Kosuke Toyohara, Arata Iura, Kyoko Koizumi",Japan,2016.0,TV-MA
s1966,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Keiji Kuroki, Aoi Nakamura, Yuki Yamada, Masataka Kubota, Kento Hayashi, Naoto, Akira, Sho Aoyagi, Takahiro, Hiroomi Tosaka, Nobuyuki Suzuki, Keita Machida, Elly, Mandy Sekiguchi, Reo Sano, Masahiko Tsugawa",Japan,2017.0,TV-MA
s1967,"Shigeaki Kubo, Tsuyoshi Nakakuki","Takanori Iwata, Akira, Masataka Kubota, Takahiro, Hiroomi Tosaka, Sho Aoyagi, Reo Sano, Koichi Iwaki, Goro Kishitani, Masahiko Tsugawa, Keiji Kuroki, Yuki Yamada, Kento Hayashi, Naoto, Elly, Mandy Sekiguchi",Japan,2017.0,TV-MA
s1968,Yudai Yamaguchi,"Takahiro, Hiroomi Tosaka, Takumi Saitoh, Miyu Yoshimoto, Ken Ishiguro, Takanori Iwata, Naoko Iijima, Koichi Iwaki, Nobuyuki Suzuki, Keita Machida, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Noemi Nakai, Tatsuya Nakamura, Taichi Saotome",Japan,2016.0,TV-MA
s1969,Shigeaki Kubo,"Kazuma Kawamura, Jun Shison, Yuki Yamada, Hokuto Yoshino, Goki Maeda, Ryuji Sato, Fuju Kamio, Jin Shirasu, Yuta Nakatsuka, Hayato Komori, Akihisa Shiono, Yo Aoi, Shin Koyanagi, Atsushi Arai, Ryotaro Sakaguchi",,2019.0,TV-MA
s1970,Shigeaki Kubo,"Takanori Iwata, Nobuyuki Suzuki, Keita Machida, Akira, Sho Aoyagi, Keiji Kuroki, Yuki Yamada, Masataka Kubota, Kento Hayashi, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Takahiro, Hiroomi Tosaka, Tatsuya Nakamura, Arata Iura",Japan,2016.0,TV-MA
s1971,Marwan Hamed,"Karim Abdel Aziz, Nelly Karim, Hend Sabry, Shereen Reda, Khaled El Sawy, Eyad Nassar, Tara Emad, Amgad Elsharqawy",Egypt,2019.0,TV-MA
s1972,Smeep Kang,"Gippy Grewal, Gurpreet Guggi, Ragini Khanna, Om Puri, B.N. Sharma, Avtar Gill, Karamjit Anmol, Rana Jung Bahadur",India,2013.0,TV-14
s1973,Raja Chanda,"Soham Chakraborty, Bidya Sinha Mim, Ashish Vidyarthi, Rajatabha Dutta, Rudranil Ghosh, Kharaj Mukherjee",India,2015.0,TV-14
s1974,,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Viswanathan Sridhar, Manish Bhavan, Suvela Sharma, Surabhi Pandey, Zeel Thakkar",,2020.0,TV-Y
s1975,Tigmanshu Dhulia,"Irrfan Khan, Jimmy Shergill, Soha Ali Khan, Mahie Gill, Raj Babbar, Deep Raj Rana, Rajiv Gupta, Sitaram Panchal, Rajesh Khera, Mugdha Godse",India,2013.0,TV-MA
s1976,Akashdeep,"Boman Irani, Vir Das, Neha Dhupia, Lisa Haydon, Ram Kapoor, Johny Lever, Vijay Raaz, Tinnu Anand, Sanjay Mishra, Ayub Khan",India,2016.0,TV-14
s1977,Rajesh Ganguly,"Jeet, Abir Chatterjee, Priyanka Sarkar, Shradha Das, Kharaj Mukherjee, Shantilal Mukherjee, Barun Chanda, Deb Ranajan Nag, Rajesh Sharma",India,2014.0,TV-MA
s1978,Alankrita Shrivastava,"Bhumi Pednekar, Konkona Sen Sharma, Vikrant Massey, Amol Parashar, Aamir Bashir, Karan Kundra, Kalp Shah, Hearty Singh, Neelima Azim, Kubbra Sait",India,2020.0,TV-MA
s1979,,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",United States,2020.0,TV-MA
s1980,,"Lyric Lewis, Rutledge Wood",United States,2020.0,TV-G
s1981,,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò",United States,2019.0,TV-14
s1982,Chandra Liow,"Andovi da Lopez, Jovial da Lopez, Chandra Liow, Tommy Limmm, Susan Sameh, Widika Sidmore, Kezia Aletheia, Karina Salim",Indonesia,2020.0,TV-14
s1983,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",India,2014.0,TV-14
s1984,,"Greg Chun, Erica Mendez, Cristina Vee, David Lodge, Yuichi Nakamura, Nana Mizuki, Miyuki Sawashiro, Yuko Sanpei, Suzuko Mimori, Takayuki Sugo",,2020.0,TV-MA
s1985,Florent Bodin,Maître Gims,France,2020.0,TV-MA
s1986,Gary Andrews,"Lizzie Waterworth-Santo, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Philip Pope",United Kingdom,2020.0,TV-Y
s1987,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",,2014.0,TV-14
s1988,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara",United States,2020.0,TV-MA
s1989,,"Anke Engelke, Thorsten Merten, Nina Gummich, Johannes Zeiler, Juri Winkler, Gudrun Ritter, Aaron Hilmer, Claudia Geisler-Bading",Germany,2020.0,TV-MA
s1990,,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre Gonzalez, Brando Pacitto, Lorenzo Zurzolo, Claudia Pandolfi, Galatea Ranzi",Italy,2020.0,TV-MA
s1991,,,United States,2020.0,TV-14
s1992,,"Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland","United Kingdom, France, Germany, Spain",2020.0,TV-MA
s1993,Kubhaer T. Jethwani,Jason Leong,,2018.0,TV-MA
s1994,,"Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak",Poland,2020.0,TV-MA
s1995,,Tituss Burgess,United States,2020.0,TV-PG
s1996,Antonio Campos,"Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",United States,2020.0,R
s1997,Carles Torras,"Mario Casas, Déborah François, Guillermo Pfening, María Rodríguez Soto, Celso Bugallo, Raúl Jiménez, Pol Monen, Alice Bocchi, Martín Bacigalupo",Spain,2020.0,TV-MA
s1998,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly, José Garcia, Vincent Londez, Arieh Worthalter, Mohamed Makhtoumi, Théo Costa-Marini, Jérôme Gaspard","United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2016.0,R
s1999,Philippa Lowthorpe,"Vanessa Redgrave, Bryony Hannah, Helen George, Jenny Agutter, Pam Ferris, Laura Main, Judy Parfitt, Cliff Parisi, Stephen McGann, Ben Caplan, Miranda Hart, Jessica Raine, Max Macmillan, Victoria Yeates, Jack Ashton, Emerald Fennell, Linda Bassett",United Kingdom,2020.0,TV-MA
s2000,Pailin Wedel,,"Thailand, United States",2020.0,TV-PG
s2001,Chris Howe,Michael McIntyre,United Kingdom,2020.0,TV-MA
s2002,Peter Sollett,"Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez, Kevin Rivera, Wilfree Vasquez, Donna Maldonado","France, United States",2002.0,R
s2003,,,United States,2020.0,TV-MA
s2004,Raja Gosnell,"Neil Patrick Harris, Brendan Gleeson, Jayma Mays, Hank Azaria, Katy Perry, Christina Ricci, Jonathan Winters, J.B. Smoove, George Lopez, Anton Yelchin, Fred Armisen, Jacob Tremblay, Alan Cumming","United States, France, Canada, Belgium",2013.0,PG
s2005,Steve Bencich,"Ryan Kiera Armstrong, Summer Fontana, Kevin J. O'Connor, Tait Blum, Jon Gries, Branscombe Richmond, Rick Overton, Jonathan Lajoie, Chloe Webb",,2020.0,PG
s2006,Tosin Coker,"Seyi Shay, Somkele Iyamah, Vector, Chioma Chukwuka Akpotha, Uche Jumbo, Sharon Ooja, Shaffy Bello, Saidi Balogun, Kemi Lala Akindoju, Ademola Adedoyin",Nigeria,2018.0,TV-MA
s2007,,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China",2020.0,TV-Y
s2008,Javier Colinas,"Natalia Coronado, Juan Pablo Medina, Silvia Navarro, Roberto Quijano, Victoria Viera, Arantxa Servín, Aleyda Gallardo, Joaquín Emanuel, Abril Michel, Omar Fierro, Luis Ernesto Franco, Patricia Reyes Spíndola, Rodrigo Murray, Luis Arrieta, Alberto Guerra, Moisés Arizmendi, David Fridman, Martha Claudia Moreno, Ela Velden, Gonzalo García Vivanco, Mauricio Argüelles, César Rodríguez",Mexico,2020.0,TV-14
s2009,,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",France,2020.0,TV-MA
s2010,,"Tracee Ellis Ross, Golden Brooks, Persia White, Jill Marie Jones, Reginald C. Hayes",United States,2007.0,TV-14
s2011,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",United States,2014.0,PG
s2012,Reinhard Klooss,"Patrick Roche, Natalie Dormer, Eddie Marsan, Felix Auer, Jeff Burrell, Harvey Friedman, Marty Sander, Ian Odle, Bryan Larkin","Germany, China, United Kingdom",2020.0,TV-Y7
s2013,,"Unax Ugalde, Olivia Molina, Eleonora Wexler, Abel Folk, Ángela Molina, Manu Fullola, Daniel Ibáñez, Laura Quirós, Nicolás Illoro, Belén Écija, Juan Blanco, Yaima Ramos",Spain,2020.0,TV-MA
s2014,,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",United Kingdom,2020.0,TV-MA
s2015,Shaun Mir,Wonho Chung,,2014.0,TV-14
s2016,Satish Rajwade,"Nana Patekar, Sumeet Raghvan, Iravati Harshe, Aashish Kulkarni, Savita Malpekar",India,2018.0,TV-14
s2017,Abhijeet Deshpande,"Subodh Bhave, Vaidehi Parshurami, Nandita Patkar, Sonali Kulkarni, Sumeet Raghvan, Prasad Oak, Anand Ingale, Suhas Palshikar",India,2018.0,TV-14
s2018,Mahesh Manjrekar,"Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise",India,2019.0,TV-14
s2019,Mahesh Manjrekar,"Sagar Deshmukh, Iravati Harshe, Vijay Kenkre, Shubhangi Damle, Ashwini Giri, Nina Kulkarni, Dalip Tahil, Girish Kulkarni",India,2019.0,TV-PG
s2020,Prakash Kunte,"Hrishikesh Joshi, Bhalchandra Kadam, Priyadarshan Jadhav, Deepti Lele, Manoj Kolhatkar, Maithili Patwardhan",India,2018.0,TV-PG
s2021,Manish Saini,"Naseeruddin Shah, Kahaan, Kuldeep Sodha",India,2017.0,TV-G
s2022,,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey",United States,2020.0,TV-14
s2023,Kenny Ortega,"Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada, Jadah Marie, Sacha Carlson, Savannah Lee May, Cheyenne Jackson, Carlos Ponce, Booboo Stewart, Sonny Bustamante",United States,2020.0,TV-G
s2024,Makarand Mane,"Rinku Rajguru, Shubhankar Tawde, Shashank Shende, Suhas Palshikar, Bharati Patil, Milind Pathak, Umesh Jagtap, Shantanu Gangane, Vitthal Kale, Mahesh Bhosale",India,2019.0,TV-MA
s2025,Hakan Algül,"Şahin Irmak, İrem Sak, Gonca Vuslateri, Emre Karayel, Duygu Yetiş, Onur Buldu, Salih Kalyon, Bilge Şen, Nilgün Belgün, Hakan Akın",Turkey,2018.0,TV-MA
s2026,Vijay Maurya,"Parna Pethe, Chetan Chitnis, Anshuman Joshi, Aashay Kulkarni, Vandana Gupte, Girish Oak",India,2016.0,TV-14
s2027,Sameer Patil,"Sonalee Kulkarni, Hrishikesh Joshi, Jitendra Joshi, Aniket Vishwasrao, Hemant Dhome, Sandeep Pathak, Siddharth Menon, Akshay Tanksale, Vaibhav Mangale, Anand Ingale",India,2016.0,TV-14
s2028,"Kenzo Maihara, Amandha Wyanto","Christian Loho, Fernando Surya, Yayan Ruhian, Stella Cornelia, Yui Takano, Safira Ratu, Faris Fadjar Munggaran, Adhitya Alkatiri",Indonesia,2017.0,TV-G
s2029,Ahmed Nader Galal,"Youssef El Sherif, Dina El-Sherbiny, Ahmad Rizq, Hana El Zahed, Mahmoud El Gendy, Bayyumi Fuad, Khaled Kamal, Mahmoud El-Bazzawy",Egypt,2018.0,TV-14
s2030,McG,"Judah Lewis, Jenna Ortega, Emily Alyn Lind, Andrew Bachelor, Robbie Amell, Bella Thorne, Hana Mae Lee, Ken Marino, Leslie Bibb, Chris Wylde, Carl McDowell",United States,2020.0,TV-MA
s2031,Arati Kadav,"Vikrant Massey, Shweta Tripathi, Nandu Madhav, Konkona Sen Sharma, Biswapati Sarkar, Ritwik Bhaumik, Prabal Panjabi, Hansal Mehta",India,2020.0,TV-14
s2032,Maïmouna Doucouré,"Fathia Youssouf, Médina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas, Myriam Hamma, Maïmouna Gueye, Mbissine Thérèse Diop, Demba Diaw, Mamadou Samaké",France,2020.0,TV-MA
s2033,,,United States,2020.0,TV-PG
s2034,Pepe Mora,,Spain,2020.0,TV-MA
s2035,Marcos Carnevale,"Adrián Suar, Soledad Villamil, Gabriela Toscano, Alan Sabbagh, Darío Barassi, Magela Zanotta, Betiana Blum",Argentina,2020.0,TV-14
s2036,Jeff Orlowski,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",United States,2020.0,PG-13
s2037,Cho Il,"Yoo Ah-in, Park Shin-hye",South Korea,2020.0,TV-MA
s2038,,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Shin Dong-mi, Lee Chang-hoon, Kwon Soo-hyun, Cho Yu-jung, Park Su-young, Seo Sang-won, Lee Jae-won",South Korea,2020.0,TV-14
s2039,"Pippa Ehrlich, James Reed",,South Africa,2020.0,TV-G
s2040,Tolga Karaçelik,"Büşra Pekin, Nur Aysan, Ruhi Sarı, Nergis Öztürk, Nadir Sarıbacak, Serkan Ercan, Sermet Yeşil, Enes Mazak, Zafer Diper",Turkey,2010.0,TV-MA
s2041,,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",,2020.0,TV-Y7
s2042,Davis Guggenheim,,United States,2010.0,PG
s2043,,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs","Australia, New Zealand, United States",2017.0,TV-MA
s2044,Philip Barantini,"Craig Fairbrass, George Russo, Robert Glenister, Izuka Hoyle, Mark Monero, Tomi May, Eloise Lovell Anderson, Taz Skylar, Nicholas Aaron",United Kingdom,2020.0,R
s2045,,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",United States,2020.0,TV-14
s2046,Charlie Kaufman,"Jessie Buckley, Jesse Plemons, Toni Collette, David Thewlis, Guy Boyd",United States,2020.0,R
s2047,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Yugan Naidoo, Koobeshan Naidoo, Mariam Bassa, Rushil Juglall, Tesarnia Oree",South Africa,2019.0,TV-14
s2048,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Rhys Darby",United States,2020.0,TV-Y7
s2049,Abba T. Makama,"Seun Ajayi, Judith Audu, Tope Tedela, Ifu Ennada, Chiwetalu Agu, Demi Banwo, Ibrahim Jammal, Micheal Ajotubu, Ozzy Agu, Cristabel Goddy",Nigeria,2019.0,TV-MA
s2050,Antoinette Jadaone,"Toni Gonzaga, Coco Martin, Freddie Webb, JM de Guzman, Gloria Sevilla, Noel Trinidad, Adam Chan, Pepe Herrera, Jerald Napoles",Philippines,2015.0,TV-14
s2051,"Junior Carelli, Rudge Campos",Afonso Padilha,Brazil,2020.0,TV-MA
s2052,Ertanto Robby Soediskam,"Maudy Koesnaedi, Chicco Jerikho, Tutie Kirana, Olga Lydia, Joko Anwar, Nathania Angela Widjaja, Sendy Febrina, Suhartini, Atie Krisnawati, Ratnawati Sutandar, Ninik Winarni Utomo",Indonesia,2018.0,TV-PG
s2053,Mark Steven Johnson,"Rachael Leigh Cook, Damon Wayans Jr., Heather Graham, Caitlin Howden, Brendan Taylor, Sebastian Billingsley-Rodriguez, Sean Amsing, Lisa Durupt, Alvin Sanders, Jed Rees, Kandyse McClure",United States,2020.0,TV-PG
s2054,,"Adam Pålsson, Richard Dillane, Leanne Best, Ellise Chappell",United Kingdom,2020.0,TV-MA
s2055,,,United States,2020.0,TV-14
